microseconds,Volts
0.0,-2.265625
2e-06,-2.24609375
4e-06,-2.2265625
6e-06,-2.24609375
8e-06,-2.265625
9.999999999999999e-06,-2.2265625
1.2e-05,-2.24609375
1.4e-05,-2.24609375
1.6e-05,-2.20703125
1.8e-05,-2.28515625
1.9999999999999998e-05,-2.28515625
2.2e-05,-2.265625
2.4e-05,-2.24609375
2.6e-05,-2.2265625
2.8e-05,-2.24609375
2.9999999999999997e-05,-2.3046875
3.2e-05,-2.2265625
3.4e-05,-2.2265625
3.6e-05,-2.28515625
3.7999999999999995e-05,-2.24609375
3.9999999999999996e-05,-2.20703125
4.2e-05,-2.20703125
4.4e-05,-2.24609375
4.6e-05,-2.265625
4.8e-05,-2.265625
4.9999999999999996e-05,-2.28515625
5.2e-05,-2.24609375
5.4e-05,-2.28515625
5.6e-05,-2.265625
5.8e-05,-2.28515625
5.9999999999999995e-05,-2.24609375
6.2e-05,-2.2265625
6.4e-05,-2.24609375
6.599999999999999e-05,-2.265625
6.8e-05,-2.265625
7e-05,-2.28515625
7.2e-05,-2.2265625
7.4e-05,-2.24609375
7.599999999999999e-05,-2.265625
7.8e-05,-2.265625
7.999999999999999e-05,-2.28515625
8.2e-05,-2.24609375
8.4e-05,-2.24609375
8.599999999999999e-05,-2.24609375
8.8e-05,-2.265625
8.999999999999999e-05,-2.20703125
9.2e-05,-2.265625
9.4e-05,-2.265625
9.6e-05,-2.28515625
9.8e-05,-2.28515625
9.999999999999999e-05,-2.265625
0.000102,-2.28515625
0.000104,-2.3046875
0.000106,-2.24609375
0.000108,-2.265625
0.00010999999999999999,-2.2265625
0.000112,-2.265625
0.00011399999999999999,-2.24609375
0.000116,-2.2265625
0.000118,-2.265625
0.00011999999999999999,-2.265625
0.000122,-2.24609375
0.000124,-2.265625
0.000126,-2.265625
0.000128,-2.265625
0.00013,-2.24609375
0.00013199999999999998,-2.265625
0.000134,-2.2265625
0.000136,-2.265625
0.000138,-2.265625
0.00014,-2.265625
0.00014199999999999998,-2.2265625
0.000144,-2.28515625
0.000146,-2.2265625
0.000148,-2.24609375
0.00015,-2.265625
0.00015199999999999998,-2.24609375
0.000154,-2.24609375
0.000156,-2.265625
0.000158,-2.265625
0.00015999999999999999,-2.265625
0.00016199999999999998,-2.24609375
0.000164,-2.28515625
0.000166,-2.28515625
0.000168,-2.265625
0.00016999999999999999,-2.265625
0.00017199999999999998,-2.28515625
0.000174,-2.3046875
0.000176,-2.24609375
0.000178,-2.265625
0.00017999999999999998,-2.265625
0.00018199999999999998,-2.265625
0.000184,-2.24609375
0.000186,-2.265625
0.000188,-2.2265625
0.00018999999999999998,-2.24609375
0.000192,-0.546875
0.000194,-0.5859375
0.000196,-0.60546875
0.000198,-0.56640625
0.00019999999999999998,-0.5859375
0.000202,-0.5859375
0.000204,-0.56640625
0.000206,-0.56640625
0.000208,-0.5859375
0.00020999999999999998,-0.5859375
0.000212,-0.546875
0.000214,-0.60546875
0.000216,-0.56640625
0.00021799999999999999,-0.5859375
0.00021999999999999998,-0.5859375
0.000222,-0.60546875
0.000224,-0.60546875
0.000226,-0.5859375
0.00022799999999999999,-0.64453125
0.00022999999999999998,-0.56640625
0.000232,-0.5859375
0.000234,-0.5859375
0.000236,-0.5859375
0.00023799999999999998,-0.5859375
0.00023999999999999998,-0.5859375
0.000242,-0.5859375
0.000244,-0.5859375
0.00024599999999999996,-0.60546875
0.000248,-0.60546875
0.00025,-0.625
0.000252,-0.625
0.000254,-0.60546875
0.000256,-0.56640625
0.000258,-0.56640625
0.00026,-0.546875
0.00026199999999999997,-0.5859375
0.00026399999999999997,-0.5859375
0.000266,-0.5859375
0.000268,-0.60546875
0.00027,-0.5859375
0.000272,-0.625
0.000274,-0.5859375
0.000276,-0.625
0.000278,-0.5859375
0.00028,-0.60546875
0.00028199999999999997,-0.5859375
0.00028399999999999996,-0.56640625
0.000286,-0.546875
0.000288,-0.5859375
0.00029,-0.60546875
0.000292,-0.5859375
0.000294,-0.5859375
0.000296,-0.5859375
0.000298,-0.5859375
0.0003,-0.56640625
0.00030199999999999997,-0.56640625
0.00030399999999999996,-0.5859375
0.000306,-0.5859375
0.000308,-0.5859375
0.00031,-0.60546875
0.000312,-0.60546875
0.000314,-0.5859375
0.000316,-0.546875
0.000318,-0.5859375
0.00031999999999999997,-0.546875
0.00032199999999999997,-0.546875
0.00032399999999999996,-0.5859375
0.000326,-0.60546875
0.000328,-0.64453125
0.00033,-0.546875
0.000332,-0.60546875
0.000334,-0.60546875
0.000336,-0.5859375
0.000338,-0.546875
0.00033999999999999997,-0.56640625
0.00034199999999999996,-0.5859375
0.00034399999999999996,-0.546875
0.000346,-0.5859375
0.000348,-0.56640625
0.00035,-0.546875
0.000352,-0.5859375
0.000354,-0.546875
0.000356,-0.56640625
0.000358,-0.546875
0.00035999999999999997,-0.56640625
0.00036199999999999996,-0.56640625
0.00036399999999999996,-0.546875
0.000366,-0.5859375
0.000368,-0.5859375
0.00037,-0.56640625
0.000372,-0.56640625
0.000374,-0.546875
0.000376,-0.546875
0.00037799999999999997,-0.625
0.00037999999999999997,-0.56640625
0.00038199999999999996,-0.60546875
0.000384,-0.5859375
0.000386,-0.60546875
0.000388,-0.60546875
0.00039,-0.60546875
0.000392,-0.56640625
0.000394,-0.5859375
0.000396,-0.56640625
0.00039799999999999997,-0.625
0.00039999999999999996,-0.5859375
0.00040199999999999996,-0.56640625
0.000404,-0.625
0.000406,-0.5859375
0.000408,-0.60546875
0.00041,-0.5859375
0.000412,-0.5859375
0.000414,-0.5859375
0.000416,-0.625
0.00041799999999999997,-0.56640625
0.00041999999999999996,-0.56640625
0.00042199999999999996,-0.5859375
0.000424,-0.56640625
0.000426,-0.60546875
0.000428,-0.60546875
0.00043,-0.60546875
0.000432,-0.60546875
0.000434,-0.56640625
0.00043599999999999997,-0.60546875
0.00043799999999999997,-0.60546875
0.00043999999999999996,-0.5859375
0.00044199999999999996,-0.546875
0.000444,-0.60546875
0.000446,-0.56640625
0.000448,-0.60546875
0.00045,-0.5859375
0.000452,-0.5859375
0.000454,-0.56640625
0.00045599999999999997,-0.546875
0.00045799999999999997,-0.5859375
0.00045999999999999996,-0.60546875
0.00046199999999999995,-0.5859375
0.000464,-0.5859375
0.000466,-0.60546875
0.000468,-0.5859375
0.00047,-0.546875
0.000472,-0.5859375
0.000474,-0.5859375
0.00047599999999999997,-0.546875
0.00047799999999999996,-0.60546875
0.00047999999999999996,-0.60546875
0.00048199999999999995,-0.56640625
0.000484,-0.60546875
0.000486,-0.56640625
0.000488,-0.60546875
0.00049,-0.5859375
0.0004919999999999999,-0.5859375
0.000494,-0.56640625
0.000496,-0.60546875
0.000498,-0.625
0.0005,-0.5859375
0.000502,-0.60546875
0.000504,-0.60546875
0.0005059999999999999,-0.56640625
0.000508,-0.546875
0.0005099999999999999,-0.5859375
0.000512,-0.5859375
0.000514,-0.60546875
0.000516,-0.546875
0.000518,-0.56640625
0.00052,-0.56640625
0.000522,-0.5859375
0.0005239999999999999,-0.56640625
0.000526,-0.60546875
0.0005279999999999999,-0.56640625
0.00053,-0.60546875
0.000532,-0.56640625
0.000534,-0.56640625
0.000536,-0.56640625
0.000538,-0.5859375
0.00054,-0.5859375
0.000542,-0.546875
0.000544,-0.5859375
0.0005459999999999999,-0.60546875
0.000548,-0.5859375
0.0005499999999999999,-0.5859375
0.000552,-0.5859375
0.000554,-0.546875
0.000556,-0.56640625
0.000558,-0.5859375
0.00056,-0.5859375
0.000562,-0.625
0.0005639999999999999,-0.56640625
0.000566,-0.60546875
0.0005679999999999999,-0.546875
0.00057,-0.5859375
0.000572,-0.5859375
0.000574,-0.56640625
0.000576,-0.56640625
0.000578,-0.56640625
0.00058,-0.60546875
0.0005819999999999999,-0.5859375
0.000584,-0.56640625
0.0005859999999999999,-0.60546875
0.000588,-0.546875
0.0005899999999999999,-0.5859375
0.000592,-0.52734375
0.000594,-0.56640625
0.000596,-0.5859375
0.000598,-0.56640625
0.0006,-0.56640625
0.000602,-0.5859375
0.0006039999999999999,-0.546875
0.000606,-0.5859375
0.0006079999999999999,-0.546875
0.00061,-0.60546875
0.000612,-0.56640625
0.000614,-0.546875
0.000616,-0.5859375
0.000618,-0.56640625
0.00062,-0.60546875
0.0006219999999999999,-0.56640625
0.000624,-0.60546875
0.0006259999999999999,-0.60546875
0.000628,-0.60546875
0.0006299999999999999,-0.56640625
0.000632,-0.5859375
0.000634,-0.5859375
0.000636,-0.56640625
0.000638,-0.5859375
0.0006399999999999999,-0.546875
0.000642,-0.56640625
0.0006439999999999999,-0.56640625
0.000646,-0.60546875
0.0006479999999999999,-0.5859375
0.00065,-0.56640625
0.000652,-0.5859375
0.000654,-0.5859375
0.000656,-0.5859375
0.000658,-0.5859375
0.00066,-0.546875
0.0006619999999999999,-0.5859375
0.000664,-0.5859375
0.0006659999999999999,-0.5859375
0.000668,-0.5859375
0.00067,-0.5859375
0.000672,-0.56640625
0.000674,-0.56640625
0.000676,-0.5859375
0.000678,-0.5859375
0.0006799999999999999,-0.56640625
0.000682,-0.546875
0.0006839999999999999,-0.60546875
0.000686,-0.56640625
0.0006879999999999999,-0.56640625
0.00069,-0.60546875
0.000692,-0.56640625
0.000694,-0.546875
0.000696,-0.5859375
0.0006979999999999999,-0.5859375
0.0007,-0.56640625
0.0007019999999999999,-0.5859375
0.000704,-0.5859375
0.0007059999999999999,-0.625
0.000708,-0.60546875
0.00071,-0.546875
0.000712,-0.56640625
0.000714,-0.5859375
0.000716,-0.56640625
0.000718,-0.56640625
0.0007199999999999999,-0.56640625
0.000722,-0.56640625
0.0007239999999999999,-0.5859375
0.000726,-0.546875
0.0007279999999999999,-0.56640625
0.00073,-0.546875
0.000732,-0.56640625
0.000734,-0.60546875
0.000736,-0.56640625
0.0007379999999999999,-0.546875
0.00074,-0.5859375
0.0007419999999999999,-0.5859375
0.000744,-0.60546875
0.0007459999999999999,-0.5859375
0.000748,-0.546875
0.00075,-0.546875
0.000752,-0.60546875
0.000754,-0.5859375
0.0007559999999999999,-0.56640625
0.000758,-0.5859375
0.0007599999999999999,-0.60546875
0.000762,-0.5859375
0.0007639999999999999,-0.56640625
0.000766,-0.5859375
0.000768,-0.60546875
0.00077,-0.60546875
0.000772,-0.546875
0.000774,-0.5859375
0.000776,-0.56640625
0.0007779999999999999,-0.56640625
0.00078,-0.56640625
0.0007819999999999999,-0.5859375
0.000784,-0.56640625
0.0007859999999999999,-0.5859375
0.000788,-0.60546875
0.00079,-0.546875
0.000792,-0.60546875
0.000794,-0.56640625
0.0007959999999999999,-0.546875
0.000798,-0.5859375
0.0007999999999999999,-0.60546875
0.000802,-0.546875
0.0008039999999999999,-0.56640625
0.000806,-0.546875
0.000808,-0.56640625
0.00081,-0.60546875
0.000812,-0.625
0.0008139999999999999,-0.56640625
0.000816,-0.56640625
0.0008179999999999999,-0.546875
0.00082,-0.5859375
0.0008219999999999999,-0.52734375
0.000824,-0.56640625
0.0008259999999999999,-0.5859375
0.000828,-0.56640625
0.00083,-0.5859375
0.000832,-0.5859375
0.000834,-0.60546875
0.0008359999999999999,-0.546875
0.000838,-0.546875
0.0008399999999999999,-0.60546875
0.000842,-0.60546875
0.0008439999999999999,-0.5859375
0.000846,-0.56640625
0.000848,-0.5859375
0.00085,-0.56640625
0.000852,-0.5859375
0.0008539999999999999,-0.546875
0.000856,-0.56640625
0.0008579999999999999,-0.5859375
0.00086,-0.56640625
0.0008619999999999999,-0.56640625
0.000864,-0.5859375
0.0008659999999999999,-0.546875
0.000868,-0.60546875
0.00087,-0.56640625
0.0008719999999999999,-0.56640625
0.000874,-0.5859375
0.0008759999999999999,-0.546875
0.000878,-0.56640625
0.0008799999999999999,-0.5859375
0.000882,-0.5859375
0.0008839999999999999,-0.56640625
0.000886,-0.56640625
0.000888,-0.60546875
0.00089,-0.60546875
0.000892,-0.5859375
0.0008939999999999999,-0.60546875
0.000896,-0.5859375
0.0008979999999999999,-0.60546875
0.0009,-0.5859375
0.0009019999999999999,-0.56640625
0.000904,-0.56640625
0.000906,-0.5859375
0.000908,-0.546875
0.00091,-0.56640625
0.0009119999999999999,-0.56640625
0.000914,-0.56640625
0.0009159999999999999,-0.56640625
0.000918,-0.5859375
0.0009199999999999999,-0.52734375
0.000922,-0.56640625
0.0009239999999999999,-0.5859375
0.000926,-0.56640625
0.000928,-0.5859375
0.0009299999999999999,-0.546875
0.000932,-0.56640625
0.0009339999999999999,-0.60546875
0.000936,-0.52734375
0.0009379999999999999,-0.546875
0.00094,-0.5859375
0.0009419999999999999,-0.546875
0.000944,-0.56640625
0.000946,-0.60546875
0.000948,-0.546875
0.00095,-0.56640625
0.0009519999999999999,-0.5859375
0.000954,-0.5859375
0.0009559999999999999,-0.60546875
0.000958,-0.5859375
0.0009599999999999999,-0.56640625
0.000962,-0.56640625
0.0009639999999999999,-0.546875
0.000966,-0.546875
0.000968,-0.5859375
0.0009699999999999999,-0.5859375
0.000972,-0.546875
0.0009739999999999999,-0.546875
0.000976,-0.5859375
0.000978,-0.5859375
0.00098,-0.56640625
0.000982,-0.625
0.0009839999999999998,-0.56640625
0.000986,-0.5859375
0.000988,-0.56640625
0.00099,-0.5859375
0.000992,-0.56640625
0.0009939999999999999,-0.56640625
0.000996,-0.546875
0.000998,-0.56640625
0.001,-0.546875
0.0010019999999999999,-0.5859375
0.001004,-0.546875
0.001006,-0.56640625
0.001008,-0.56640625
0.00101,-0.5859375
0.0010119999999999999,-0.546875
0.001014,-0.56640625
0.001016,-0.60546875
0.001018,-0.56640625
0.0010199999999999999,-0.60546875
0.001022,-0.56640625
0.001024,-0.5859375
0.001026,-0.56640625
0.001028,-0.56640625
0.0010299999999999999,-0.546875
0.001032,-0.546875
0.001034,-0.5859375
0.001036,-0.56640625
0.0010379999999999999,-0.56640625
0.00104,-0.56640625
0.001042,-0.60546875
0.001044,-0.5859375
0.001046,-0.56640625
0.0010479999999999999,-0.546875
0.00105,-0.56640625
0.001052,-0.546875
0.001054,-0.5859375
0.0010559999999999999,-0.56640625
0.001058,-0.5859375
0.00106,-0.5859375
0.001062,-0.5859375
0.001064,-0.5859375
0.0010659999999999999,-0.56640625
0.001068,-0.60546875
0.00107,-0.546875
0.001072,-0.5859375
0.0010739999999999999,-0.5859375
0.001076,-0.5859375
0.001078,-0.56640625
0.00108,-0.56640625
0.0010819999999999998,-0.56640625
0.001084,-0.546875
0.001086,-0.56640625
0.001088,-0.56640625
0.00109,-0.56640625
0.0010919999999999999,-0.56640625
0.001094,-0.56640625
0.001096,-0.56640625
0.001098,-0.5859375
0.0010999999999999998,-0.546875
0.001102,-0.5859375
0.001104,-0.5859375
0.001106,-0.56640625
0.001108,-0.546875
0.0011099999999999999,-0.546875
0.001112,-0.546875
0.001114,-0.546875
0.001116,-0.546875
0.0011179999999999999,-0.5859375
0.00112,-0.56640625
0.001122,-0.60546875
0.001124,-0.546875
0.001126,-0.5078125
0.0011279999999999999,-0.546875
0.00113,-0.56640625
